"","TO1000ID","TO1000Chr","TO1000Strand","TO1000Start","TO1000Stop","TO1000_tName","TO1000Exons","TO1000Length","TO1000GeneID","TO1000GeneName","TO1000Cov","TO1000FPKM","TO1000TPM","R500_tName","BlockSize","R500ID","R500Chr","R500Strand","R500Start","R500Stop","R500Exons","R500Length","R500GeneID","R500GeneName","R500Cov","R500FPKM","R500TPM","Generation","SumTPM","L2FC","Bias","R500TPMRatio","TO1000TPMRatio","R500RollMeanTPM","TO1000RollMeanTPM"
"735",1538,"C1","-",38003665,38004408,"Bo1g129800.1",2,660,"Bo1g129800",".",44.909088,35.157207,31.088427,"maker-A01-augustus-gene-216.50-mRNA-1",971,1563,"1","-",21612972,21614042,2,981,"maker-A01-augustus-gene-216.50",".",0,0,0,"S5",31.088427,5.00398116419168,"BnC Biased",0,1,0.0747493282516182,0.925250671748382
"736",1550,"C1","-",38149816,38152325,"Bo1g130040.1",9,1812,"Bo1g130040",".",59.497242,46.577587,41.187111,"maker-A01-augustus-gene-217.63-mRNA-1",2700,1575,"1","-",21707997,21711112,8,2544,"maker-A01-augustus-gene-217.63",".",0,0,0,"S5",41.187111,5.39873038915992,"BnC Biased",0,1,0.0801840967856568,0.919815903214343
"737",1552,"C1","-",38237501,38237962,"Bo1g131150.1",1,462,"Bo1g131150",".",50.660172,39.659458,35.069626,"augustus_masked-A01-processed-gene-217.19-mRNA-1",572,1577,"1","-",21736994,21737434,1,441,"augustus_masked-A01-processed-gene-217.19",".",0,0,0,"S5",35.069626,5.17271255902359,"BnC Biased",0,1,0.0801840967856568,0.919815903214343
"738",1554,"C1","-",38408340,38410369,"Bo1g133310.1",11,1104,"Bo1g133310",".",1668.59436,1306.263916,1155.088501,"maker-A01-snap-gene-221.36-mRNA-1",1680,1608,"1","-",22117725,22123110,25,2707,"maker-A01-snap-gene-221.36",".",0,0,0,"S5",1155.088501,10.17503612806,"BnC Biased",0,1,0.0801840967856568,0.919815903214343
"739",1555,"C1","+",38413863,38415732,"Bo1g133330.1",7,1083,"Bo1g133330",".",25.99169,20.34767,17.992811,"maker-A01-augustus-gene-221.23-mRNA-1",1600,1609,"1","+",22123492,22125653,7,1338,"maker-A01-augustus-gene-221.23",".",0,0,0,"S5",17.992811,4.24738153990282,"BnC Biased",0,1,0.0801840967856568,0.919815903214343
"740",1556,"C1","+",38454498,38458519,"Bo1g134360.1",16,2172,"Bo1g134360",".",66.248627,51.862926,45.860775,"augustus_masked-A01-processed-gene-221.4-mRNA-1",3180,1610,"1","+",22154621,22161641,17,4482,"augustus_masked-A01-processed-gene-221.4",".",0,0,0,"S5",45.860775,5.55030890908438,"BnC Biased",0,1,0.0777447273820858,0.922255272617914
"741",1557,"C1","+",38483401,38486381,"Bo1g134400.1",3,1779,"Bo1g134400",".",53.574318,41.940807,37.086952,"maker-A01-snap-gene-222.77-mRNA-1",2670,1611,"1","+",22173048,22192323,7,3715,"maker-A01-snap-gene-222.77",".",0,0,0,"S5",37.086952,5.25122493226529,"BnC Biased",0,1,0.0777447273820858,0.922255272617914
"742",1560,"C1","+",38620678,38624987,"Bo1g134510.1",8,1836,"Bo1g134510",".",37.381435,29.264164,25.87739,"maker-A01-augustus-gene-222.63-mRNA-1",1120,1614,"1","+",22241749,22244087,3,1633,"maker-A01-augustus-gene-222.63",".",0,0,0,"S5",25.87739,4.74832114309046,"BnC Biased",0,1,0.08129850028117,0.91870149971883
"743",1562,"C1","+",38647212,38651549,"Bo1g134540.1",16,2400,"Bo1g134540",".",20.446667,16.006731,14.154254,"snap_masked-A01-processed-gene-222.35-mRNA-1",2140,1616,"1","+",22251218,22255775,16,2689,"snap_masked-A01-processed-gene-222.35",".",0,0,0,"S5",14.154254,3.92165092906236,"BnC Biased",0,1,0.0891365433798394,0.910863456620161
"744",1563,"C1","+",38657893,38659211,"Bo1g134560.1",6,672,"Bo1g134560",".",129.136902,101.095192,89.39534,"maker-A01-augustus-gene-222.65-mRNA-1",976,1617,"1","+",22257337,22259221,6,1237,"maker-A01-augustus-gene-222.65",".",0,0,0,"S5",89.39534,6.49817649659667,"BnC Biased",0,1,0.107978210870605,0.892021789129395
"745",1568,"C1","-",38675731,38676842,"Bo1g134610.1",5,387,"Bo1g134610",".",42.237728,33.065926,29.23917,"maker-A01-augustus-gene-222.76-mRNA-1",576,1622,"1","-",22284126,22285596,5,882,"maker-A01-augustus-gene-222.76",".",0,0,0,"S5",29.23917,4.91834663612236,"BnC Biased",0,1,0.107978210870605,0.892021789129395
"746",1569,"C1","+",38678525,38680726,"Bo1g134620.1",5,1899,"Bo1g134620",".",23.114271,18.095072,16.000912,"maker-A01-augustus-gene-223.41-mRNA-1",2680,1623,"1","+",22286610,22289444,6,2470,"maker-A01-augustus-gene-223.41",".",0,0,0,"S5",16.000912,4.08754023552009,"BnC Biased",0,1,0.127978210870605,0.872021789129395
"747",1570,"C1","+",38681778,38684105,"Bo1g134630.1",1,2328,"Bo1g134630",".",29.706184,23.255571,20.564178,"augustus_masked-A01-processed-gene-223.1-mRNA-1",3360,1624,"1","+",22289785,22292112,1,2328,"augustus_masked-A01-processed-gene-223.1",".",0,0,0,"S5",20.564178,4.43056481824353,"BnC Biased",0,1,0.128474293501502,0.871525706498497
"748",1573,"C1","-",38697880,38701526,"Bo1g134660.1",14,1818,"Bo1g134660",".",15.000849,11.743457,10.384375,"maker-A01-augustus-gene-223.50-mRNA-1",2720,1627,"1","-",22301490,22306048,15,2488,"maker-A01-augustus-gene-223.50",".",0,0,0,"S5",10.384375,3.50898318485542,"BnC Biased",0,1,0.128917536145525,0.871082463854475
"749",1576,"C1","+",38738027,38739088,"Bo1g134710.1",1,1062,"Bo1g134710",".",0.282486,0.221145,0.195552,"augustus_masked-A01-processed-gene-223.6-mRNA-1",1480,1630,"1","+",22329278,22330330,1,1053,"augustus_masked-A01-processed-gene-223.6",".",59.307693,143.335968,311.30899,"S5",311.504542,-8.02915340777529,"Bna Biased",0.999372233872596,0.00062776612740369,0.145281840035842,0.854718159964158
"750",1578,"C1","+",38794667,38796536,"Bo1g134760.1",4,1290,"Bo1g134760",".",24.797674,19.41293,17.16625,"maker-A01-augustus-gene-223.47-mRNA-1",1920,1632,"1","+",22365354,22367779,4,1601,"maker-A01-augustus-gene-223.47",".",2.758483,6.666754,14.479413,"S5",31.645663,0.230909875854914,"Nonbiased",0.457548100667065,0.542451899332935,0.153324292913527,0.846675707086473
"751",1579,"C1","+",38799110,38800850,"Bo1g134770.1",4,1239,"Bo1g134770",".",151.416473,118.536819,104.818428,"maker-A01-augustus-gene-223.48-mRNA-1",1830,1633,"1","+",22369430,22372056,5,1626,"maker-A01-augustus-gene-223.48",".",0,0,0,"S5",104.818428,6.72544708064008,"BnC Biased",0,1,0.157700028995347,0.842299971004653
"752",1587,"C1","-",38948243,38952592,"Bo1g134940.1",18,2520,"Bo1g134940",".",63.566277,49.763039,44.00391,"maker-A01-augustus-gene-224.48-mRNA-1",3830,1641,"1","-",22434038,22439052,18,3171,"maker-A01-augustus-gene-224.48",".",1.089877,2.634036,5.720818,"S5",49.724728,2.7433416089653,"Nonbiased",0.115049759548207,0.884950240451793,0.161872784181891,0.838127215818109
"753",1592,"C1","-",39018769,39021659,"Bo1g135020.1",9,2256,"Bo1g135020",".",50.822567,39.786591,35.182045,"maker-A01-augustus-gene-224.49-mRNA-1",3360,1646,"1","-",22461902,22466327,11,3626,"maker-A01-augustus-gene-224.49",".",0,0,0,"S5",35.182045,5.17720204590847,"BnC Biased",0,1,0.176010800039105,0.823989199960895
"754",1598,"C1","+",39215790,39217669,"Bo1g138240.1",4,786,"Bo1g138240",".",92.823166,72.666878,64.257065,"maker-A01-augustus-gene-225.36-mRNA-1",555,1652,"1","+",22558243,22561010,4,970,"maker-A01-augustus-gene-225.36",".",0,0,0,"S5",64.257065,6.02806219716291,"BnC Biased",0,1,0.176010800039105,0.823989199960895
"755",1600,"C1","+",39226315,39231977,"Bo1g138260.1",23,3231,"Bo1g138260",".",11.669453,9.135465,8.078207,"augustus_masked-A01-processed-gene-225.5-mRNA-1",4040,1654,"1","+",22564537,22572214,22,3790,"augustus_masked-A01-processed-gene-225.5",".",15.008137,36.271954,78.77845,"S5",86.856657,-3.13551980396277,"Nonbiased",0.90699380704924,0.0930061929507602,0.176010800039105,0.823989199960895
"756",1601,"C1","-",39233331,39233519,"Bo1g138270.1",1,189,"Bo1g138270",".",998.037048,781.316162,690.893555,"snap_masked-A01-processed-gene-225.34-mRNA-1",297,1655,"1","-",22573414,22573602,1,189,"snap_masked-A01-processed-gene-225.34",".",0,0,0,"S5",690.893555,9.43440629196346,"BnC Biased",0,1,0.176010800039105,0.823989199960895
"757",1602,"C1","+",39243544,39244068,"Bo1g138280.1",2,456,"Bo1g138280",".",27.201756,21.294971,18.830482,"maker-A01-augustus-gene-225.38-mRNA-1",628,1656,"1","+",22579585,22580999,2,1345,"maker-A01-augustus-gene-225.38",".",0,0,0,"S5",18.830482,4.30964783904811,"BnC Biased",0,1,0.188151642330516,0.811848357669484
"758",1603,"C1","+",39247079,39249953,"Bo1g138290.1",9,1959,"Bo1g138290",".",32.786625,25.667103,22.696621,"maker-A01-augustus-gene-225.39-mRNA-1",2710,1657,"1","+",22581898,22585616,8,2837,"maker-A01-augustus-gene-225.39",".",0,0,0,"S5",22.696621,4.56660944877501,"BnC Biased",0,1,0.203544714115735,0.796455285884265
"759",1605,"C1","-",39325882,39328260,"Bo1g138360.1",3,1653,"Bo1g138360",".",17.783115,13.921563,12.310406,"maker-A01-augustus-gene-227.68-mRNA-1",2510,1659,"1","-",22696646,22699330,3,1992,"maker-A01-augustus-gene-227.68",".",0,0,0,"S5",12.310406,3.73448267254238,"BnC Biased",0,1,0.203544714115735,0.796455285884265
"760",1609,"C1","+",39376548,39381614,"Bo1g138450.1",20,2271,"Bo1g138450",".",30.739307,24.064354,21.279362,"maker-A01-augustus-gene-227.61-mRNA-1",1370,1663,"1","+",22720021,22722073,6,1485,"maker-A01-augustus-gene-227.61",".",0,0,0,"S5",21.279362,4.47763601461131,"BnC Biased",0,1,0.218364561542776,0.781635438457224
"761",1610,"C1","+",39394043,39398170,"Bo1g138490.1",9,2646,"Bo1g138490",".",12.787982,10.011108,8.852511,"maker-A01-augustus-gene-227.62-mRNA-1",3640,1664,"1","+",22724797,22731188,9,5144,"maker-A01-augustus-gene-227.62",".",0.629288,1.520875,3.303164,"S5",12.155675,1.19509363049053,"Nonbiased",0.271738426701931,0.728261573298069,0.231165568850114,0.768834431149886
"762",1611,"C1","-",39406858,39408477,"Bo1g138500.1",6,1086,"Bo1g138500",".",24.151014,18.906689,16.718597,"maker-A01-augustus-gene-227.71-mRNA-1",1600,1665,"1","-",22729250,22732151,6,2346,"maker-A01-augustus-gene-227.71",".",0,0,0,"S5",16.718597,4.14719246733126,"BnC Biased",0,1,0.232967403334312,0.767032596665688
"763",1614,"C1","-",39415804,39417289,"Bo1g138530.1",7,696,"Bo1g138530",".",148.364944,116.147926,102.705994,"maker-A01-augustus-gene-227.74-mRNA-1",1030,1668,"1","-",22748371,22750750,7,1517,"maker-A01-augustus-gene-227.74",".",0,0,0,"S5",102.705994,6.69635547123701,"BnC Biased",0,1,0.252967403334312,0.747032596665688
"764",1615,"C1","+",39418403,39421532,"Bo1g138540.1",17,1563,"Bo1g138540",".",64.740936,50.682629,44.81707,"maker-A01-snap-gene-227.88-mRNA-1",2300,1669,"1","+",22750972,22754328,16,1915,"maker-A01-snap-gene-227.88",".",0,0,0,"S5",44.81707,5.5178132961832,"BnC Biased",0,1,0.270674591199005,0.729325408800995
"765",1617,"C1","+",39435844,39437028,"Bo1g138570.1",1,1185,"Bo1g138570",".",26.769621,20.956675,18.531334,"maker-A01-augustus-gene-227.66-mRNA-1",1700,1671,"1","+",22756476,22760904,12,2965,"maker-A01-augustus-gene-227.66",".",0,0,0,"S5",18.531334,4.28771858427894,"BnC Biased",0,1,0.270674591199005,0.729325408800995
"766",1622,"C1","+",39473474,39475328,"Bo1g138650.1",7,1317,"Bo1g138650",".",76.331818,59.75658,52.840885,"maker-A01-augustus-gene-228.49-mRNA-1",1800,1676,"1","+",22825808,22828658,8,1999,"maker-A01-augustus-gene-228.49",".",0,0,0,"S5",52.840885,5.7506302190744,"BnC Biased",0,1,0.270674591199005,0.729325408800995
"767",1625,"C1","-",39520423,39520689,"Bo1g138740.1",1,267,"Bo1g138740",".",0.883895,0.69196,0.611878,"augustus_masked-A01-processed-gene-228.18-mRNA-1",364,1679,"1","-",22865723,22865989,1,267,"augustus_masked-A01-processed-gene-228.18",".",6.146866,14.855863,32.265202,"S5",32.87708,-4.36719933613564,"Bna Biased",0.981388918967256,0.0186110810327438,0.278308642079542,0.721691357920458
"768",1627,"C1","+",39538739,39541325,"Bo1g138760.1",5,1686,"Bo1g138760",".",8.796307,6.886213,6.089265,"maker-A01-augustus-gene-228.54-mRNA-1",2490,1681,"1","+",22868213,22871491,6,2230,"maker-A01-augustus-gene-228.54",".",0.747633,1.806894,3.924362,"S5",10.013627,0.525699238441172,"Nonbiased",0.391902154933472,0.608097845066528,0.278308642079542,0.721691357920458
"769",1638,"C1","+",39712264,39713712,"Bo1g139010.1",3,1041,"Bo1g139010",".",4.822286,3.775141,3.338239,"maker-A01-augustus-gene-230.49-mRNA-1",1590,1692,"1","+",23009770,23011613,3,1435,"maker-A01-augustus-gene-230.49",".",10.344818,25.001553,54.300461,"S5",57.6387,-3.67211006670174,"Bna Biased",0.942083374538288,0.0579166254617124,0.286001540958575,0.713998459041425
"770",1639,"C1","-",39714822,39716964,"Bo1g139020.1",2,1338,"Bo1g139020",".",17.275784,13.524396,11.959204,"maker-A01-augustus-gene-230.59-mRNA-1",2020,1693,"1","-",23012343,23014773,2,1643,"maker-A01-augustus-gene-230.59",".",0,0,0,"S5",11.959204,3.6959052004154,"BnC Biased",0,1,0.303888879754945,0.696111120245055
"771",1640,"C1","+",39727101,39729320,"Bo1g139030.1",2,1719,"Bo1g139030",".",0,0,0,"maker-A01-snap-gene-230.64-mRNA-1",2550,1694,"1","+",23022568,23024826,3,1704,"maker-A01-snap-gene-230.64",".",41.026081,99.152611,215.347916,"S5",215.347916,-7.7572094136501,"Bna Biased",1,0,0.312687106091355,0.687312893908645
"772",1641,"C1","+",39731958,39733076,"Bo1g139040.1",6,609,"Bo1g139040",".",206.252136,161.465073,142.778549,"maker-A01-snap-gene-230.65-mRNA-1",718,1695,"1","+",23027141,23028898,6,1321,"maker-A01-snap-gene-230.65",".",0.691854,1.672086,3.631576,"S5",146.410125,4.95620145201304,"BnC Biased",0.0248041315448641,0.975195868455136,0.312687106091355,0.687312893908645
"773",1644,"C1","-",39753830,39754297,"Bo1g139080.1",1,468,"Bo1g139080",".",53.993591,42.269035,37.377197,"maker-A01-snap-gene-230.76-mRNA-1",675,1698,"1","-",23042935,23044269,2,835,"maker-A01-snap-gene-230.76",".",0.636233,1.53766,3.339618,"S5",40.716815,3.14460938514795,"Nonbiased",0.0820206099126368,0.917979390087363,0.324733661103134,0.675266338896866
"774",1647,"C1","+",39775833,39782613,"Bo1g139120.1",17,3555,"Bo1g139120",".",3.410343,2.669797,2.360818,"maker-A01-augustus-gene-230.54-mRNA-1",4820,1701,"1","+",23054912,23063485,18,5187,"maker-A01-augustus-gene-230.54",".",2.024379,4.892558,10.626065,"S5",12.986883,-1.79047855673528,"Nonbiased",0.818215194515882,0.181784805484118,0.324452630527552,0.675547369472448
"775",1649,"C1","-",39788528,39790078,"Bo1g139140.1",1,1551,"Bo1g139140",".",12.437138,9.736448,8.609639,"augustus_masked-A01-processed-gene-230.19-mRNA-1",2190,1703,"1","-",23067429,23068901,1,1473,"augustus_masked-A01-processed-gene-230.19",".",1.103191,2.666213,5.790704,"S5",14.400343,0.500921087031724,"Nonbiased",0.402122643884246,0.597877356115754,0.31617071268984,0.68382928731016
"776",1663,"C1","+",39939472,39942766,"Bo1g139510.1",13,1650,"Bo1g139510",".",24.339396,19.054165,16.849007,"maker-A01-augustus-gene-231.62-mRNA-1",1670,1717,"1","+",23172220,23175541,13,2043,"maker-A01-augustus-gene-231.62",".",0.89897,2.172648,4.718738,"S5",21.567745,1.6420750984341,"Nonbiased",0.218786804091016,0.781213195908983,0.31617071268984,0.68382928731016
"777",1665,"C1","-",39944883,39946357,"Bo1g139530.1",8,795,"Bo1g139530",".",40.645287,31.819279,28.136799,"maker-A01-augustus-gene-231.69-mRNA-1",1110,1719,"1","-",23177175,23180170,8,2173,"maker-A01-augustus-gene-231.69",".",1.413226,3.415512,7.418093,"S5",35.554892,1.79127703683831,"Nonbiased",0.208637759327183,0.791362240672816,0.330064987584775,0.669935012415225
"778",1668,"C1","+",39968574,39970544,"Bo1g139560.1",9,996,"Bo1g139560",".",9.564257,7.487405,6.62088,"augustus_masked-A01-processed-gene-232.0-mRNA-1",1520,1722,"1","+",23194529,23198361,10,2179,"augustus_masked-A01-processed-gene-232.0",".",4.486172,10.842266,23.548138,"S5",30.169018,-1.68758409521397,"Nonbiased",0.780540420639479,0.219459579360521,0.330884169369293,0.669115830630707
"779",1669,"C1","+",39981066,39982985,"Bo1g139580.1",3,759,"Bo1g139580",".",40.180504,31.455421,27.815052,"maker-A01-augustus-gene-232.43-mRNA-1",904,1723,"1","+",23199652,23202045,4,1174,"maker-A01-augustus-gene-232.43",".",0,0,0,"S5",27.815052,4.84875071811966,"BnC Biased",0,1,0.338138957010939,0.661861042989061
"780",1671,"C1","+",40000358,40000945,"Bo1g139650.1",1,588,"Bo1g139650",".",23.863945,18.681957,16.519875,"augustus_masked-A01-processed-gene-232.4-mRNA-1",862,1725,"1","+",23235425,23236012,1,588,"augustus_masked-A01-processed-gene-232.4",".",0,0,0,"S5",16.519875,4.13092057658881,"BnC Biased",0,1,0.338613230555475,0.661386769444525
"781",1674,"C1","-",40056755,40057919,"Bo1g139730.1",4,606,"Bo1g139730",".",25.787212,20.187592,17.851261,"maker-A01-augustus-gene-232.53-mRNA-1",904,1728,"1","-",23274145,23276483,4,1754,"maker-A01-augustus-gene-232.53",".",0,0,0,"S5",17.851261,4.23658912647673,"BnC Biased",0,1,0.35290236784913,0.64709763215087
"782",1677,"C1","+",40071394,40079502,"Bo1g139760.1",32,3453,"Bo1g139760",".",5.84597,4.576534,4.046887,"maker-A01-snap-gene-233.39-mRNA-1",5040,1731,"1","+",23288509,23297152,33,3796,"maker-A01-snap-gene-233.39",".",1.191004,2.878441,6.251639,"S5",10.298526,-0.522913321843744,"Nonbiased",0.607042114570571,0.392957885429429,0.354645720630526,0.645354279369474
"783",1679,"C1","+",40085328,40087023,"Bo1g139780.1",2,1344,"Bo1g139780",".",0.450149,0.3524,0.311617,"maker-A01-augustus-gene-233.28-mRNA-1",1950,1733,"1","+",23302684,23304351,2,1344,"maker-A01-augustus-gene-233.28",".",1.855014,4.483233,9.73706,"S5",10.048677,-3.03318060057324,"Nonbiased",0.968989251022796,0.0310107489772037,0.354645720630526,0.645354279369474
"784",1681,"C1","+",40141756,40142873,"Bo1g139830.1",3,462,"Bo1g139830",".",59.809525,46.822056,41.40329,"maker-A01-augustus-gene-233.31-mRNA-1",726,1735,"1","+",23319582,23321531,3,1398,"maker-A01-augustus-gene-233.31",".",0,0,0,"S5",41.40329,5.40610430030189,"BnC Biased",0,1,0.374645720630526,0.625354279369474
"785",1682,"C1","+",40145279,40146985,"Bo1g139840.1",8,621,"Bo1g139840",".",19.964573,15.629323,13.820523,"maker-A01-augustus-gene-233.32-mRNA-1",930,1736,"1","+",23327009,23329050,7,810,"maker-A01-augustus-gene-233.32",".",7.532602,18.204935,39.538998,"S5",53.359521,-1.4517140705705,"Nonbiased",0.740992371352059,0.259007628647941,0.394645720630526,0.605354279369474
"786",1683,"C1","+",40147776,40150866,"Bo1g139850.1",15,1857,"Bo1g139850",".",30.193792,23.637297,20.901726,"maker-A01-snap-gene-233.45-mRNA-1",2750,1737,"1","+",23329592,23332949,15,2178,"maker-A01-snap-gene-233.45",".",7.080663,17.112682,37.166748,"S5",58.068474,-0.801271698713877,"Nonbiased",0.640050365366929,0.359949634633071,0.389210952096487,0.610789047903513
"787",1684,"C1","-",40155923,40157775,"Bo1g139860.1",2,1395,"Bo1g139860",".",25.304661,19.809826,17.517212,"maker-A01-augustus-gene-233.37-mRNA-1",2060,1738,"1","-",23335415,23337989,3,2022,"maker-A01-augustus-gene-233.37",".",0.330424,0.798575,1.734412,"S5",19.251624,2.75956436046221,"Nonbiased",0.0900917242098641,0.909908275790136,0.393985680523025,0.606014319476975
"788",1691,"C1","-",40244507,40245309,"Bo1g140980.1",3,615,"Bo1g140980",".",0,0,0,"maker-A01-augustus-gene-234.43-mRNA-1",952,1745,"1","-",23466837,23467836,3,813,"maker-A01-augustus-gene-234.43",".",2.376138,5.742696,12.472466,"S5",12.472466,-3.75194204073966,"Bna Biased",1,0,0.399126112359893,0.600873887640107
"789",1692,"C1","+",40258683,40260448,"Bo1g141000.1",7,1215,"Bo1g141000",".",4.719745,3.694866,3.267255,"augustus_masked-A01-processed-gene-234.5-mRNA-1",1580,1746,"1","+",23476748,23478677,6,1510,"augustus_masked-A01-processed-gene-234.5",".",4.807104,11.617901,25.232725,"S5",28.49998,-2.6199874495866,"Nonbiased",0.885359393234662,0.114640606765338,0.399126112359893,0.600873887640107
"790",1693,"C1","+",40260917,40262009,"Bo1g141010.1",6,453,"Bo1g141010",".",281.101562,220.061157,194.593246,"maker-A01-augustus-gene-234.39-mRNA-1",677,1747,"1","+",23479060,23480613,6,921,"maker-A01-augustus-gene-234.39",".",0,0,0,"S5",194.593246,7.61171274344658,"BnC Biased",0,1,0.405067341589201,0.594932658410799
"791",1694,"C1","+",40262685,40263260,"Bo1g141020.1",4,240,"Bo1g141020",".",101.525002,79.479141,70.28093,"maker-A01-augustus-gene-234.40-mRNA-1",365,1748,"1","+",23480990,23482155,4,664,"maker-A01-augustus-gene-234.40",".",0,0,0,"S5",70.28093,6.15544425466576,"BnC Biased",0,1,0.412372353981914,0.587627646018086
"792",1699,"C1","+",40311364,40312720,"Bo1g141070.1",2,1179,"Bo1g141070",".",39.028835,30.553835,27.017807,"maker-A01-augustus-gene-235.66-mRNA-1",1340,1753,"1","+",23509850,23511532,2,1592,"maker-A01-augustus-gene-235.66",".",3.177584,7.679646,16.679295,"S5",43.697102,0.664283292764074,"Nonbiased",0.381702544026833,0.618297455973167,0.403822550802978,0.596177449197022
"793",1700,"C1","-",40322463,40323971,"Bo1g141080.1",2,885,"Bo1g141080",".",27.932203,21.866804,19.336136,"maker-A01-snap-gene-235.102-mRNA-1",1320,1754,"1","-",23513164,23515286,2,1220,"maker-A01-snap-gene-235.102",".",0,0,0,"S5",19.336136,4.34597367854652,"BnC Biased",0,1,0.40721096265407,0.59278903734593
"794",1702,"C1","+",40337715,40340087,"Bo1g141110.1",3,1446,"Bo1g141110",".",12.794605,10.016294,8.857097,"snap_masked-A01-processed-gene-235.40-mRNA-1",1280,1756,"1","+",23528398,23531825,6,1894,"snap_masked-A01-processed-gene-235.40",".",1.054739,2.549113,5.536377,"S5",14.393474,0.592671626526056,"Nonbiased",0.384644943951683,0.615355056048317,0.408192321584612,0.591807678415388
"795",1703,"C1","+",40341575,40342501,"Bo1g141120.1",2,768,"Bo1g141120",".",8.372396,6.554355,5.795812,"augustus_masked-A01-processed-gene-235.9-mRNA-1",1100,1757,"1","+",23532483,23534237,3,1375,"augustus_masked-A01-processed-gene-235.9",".",9.348663,22.594028,49.071594,"S5",54.867406,-2.8812745361764,"Nonbiased",0.894366939818514,0.105633060181486,0.408192321584612,0.591807678415388
"796",1704,"C1","-",40344849,40348712,"Bo1g141130.1",3,3645,"Bo1g141130",".",8.702881,6.813075,6.02459,"maker-A01-augustus-gene-235.82-mRNA-1",5540,1758,"1","-",23536418,23540671,3,4022,"maker-A01-augustus-gene-235.82",".",0.901478,2.178709,4.731903,"S5",10.756493,0.293399827552354,"Nonbiased",0.439911316820454,0.560088683179546,0.388192321584612,0.611807678415388
"797",1705,"C1","+",40359948,40361974,"Bo1g141160.1",5,753,"Bo1g141160",".",28.628155,22.411633,19.817909,"maker-A01-augustus-gene-235.71-mRNA-1",1150,1759,"1","+",23547351,23549939,5,1292,"maker-A01-augustus-gene-235.71",".",0,0,0,"S5",19.817909,4.37975326310075,"BnC Biased",0,1,0.395795797126067,0.604204202873933
"798",1708,"C1","+",40384633,40392898,"Bo1g141210.1",30,5124,"Bo1g141210",".",21.059916,16.486814,14.578778,"maker-A01-augustus-gene-235.75-mRNA-1",7380,1762,"1","+",23565102,23573875,30,5680,"maker-A01-augustus-gene-235.75",".",4.206763,10.166985,22.081507,"S5",36.660285,-0.567155348365123,"Nonbiased",0.602327750588955,0.397672249411045,0.409666254677607,0.590333745322393
"799",1711,"C1","+",40519322,40519612,"Bo1g141350.1",1,291,"Bo1g141350",".",12.546391,9.821978,8.685269,"augustus_masked-A01-processed-gene-237.1-mRNA-1",361,1765,"1","+",23713555,23714606,2,435,"augustus_masked-A01-processed-gene-237.1",".",111.064438,268.422668,582.982727,"S5",591.667996,-5.91398976858221,"Bna Biased",0.985320705093537,0.0146792949064631,0.412453199972482,0.587546800027518
"800",1712,"C1","-",40520256,40521536,"Bo1g141360.1",6,696,"Bo1g141360",".",267.699707,209.569473,185.315781,"maker-A01-augustus-gene-237.67-mRNA-1",1020,1766,"1","-",23717863,23719380,6,977,"maker-A01-augustus-gene-237.67",".",1.603751,3.875976,8.418168,"S5",193.733949,4.30615960844776,"BnC Biased",0.0434522087814356,0.956547791218564,0.404410747094797,0.595589252905203
"801",1713,"C1","+",40522087,40523312,"Bo1g141370.1",5,681,"Bo1g141370",".",32.743027,25.632971,22.666439,"maker-A01-augustus-gene-237.56-mRNA-1",1030,1767,"1","+",23719759,23721511,5,1211,"maker-A01-augustus-gene-237.56",".",0,0,0,"S5",22.666439,4.56477074039687,"BnC Biased",0,1,0.400035011012977,0.599964988987023
"802",1716,"C1","+",40541711,40542791,"Bo1g141410.1",4,831,"Bo1g141410",".",12.602888,9.866207,8.72438,"maker-A01-augustus-gene-237.58-mRNA-1",1230,1770,"1","+",23732305,23734894,4,2353,"maker-A01-augustus-gene-237.58",".",7.074867,17.098673,37.136326,"S5",45.860706,-1.97148768729969,"Nonbiased",0.80976350429494,0.19023649570506,0.395862255826433,0.604137744173567
"803",1717,"C1","-",40543629,40544122,"Bo1g141420.1",2,219,"Bo1g141420",".",127.77169,100.026428,88.450264,"maker-A01-augustus-gene-237.68-mRNA-1",332,1771,"1","-",23734175,23735499,3,549,"maker-A01-augustus-gene-237.68",".",0.719667,1.739305,3.777568,"S5",92.227832,4.22673742759287,"BnC Biased",0.0409590892259074,0.959040910774093,0.398637445861644,0.601362554138356
"804",1720,"C1","+",40576053,40579582,"Bo1g141510.1",15,2028,"Bo1g141510",".",36.989643,28.957449,25.606171,"maker-A01-augustus-gene-237.62-mRNA-1",2920,1774,"1","+",23756264,23760855,16,2551,"maker-A01-augustus-gene-237.62",".",2.776781,6.710978,14.57546,"S5",40.181631,0.772486129399526,"Nonbiased",0.362739382082325,0.637260617917675,0.398637445861644,0.601362554138356
"805",1730,"C1","+",40761506,40766646,"Bo1g143770.1",19,2544,"Bo1g143770",".",2.116881,1.657206,1.465416,"maker-A01-augustus-gene-238.57-mRNA-1",3030,1784,"1","+",23838788,23843906,18,3222,"maker-A01-augustus-gene-238.57",".",3.749792,9.062569,19.682842,"S5",21.148258,-3.06853143370296,"Nonbiased",0.93070748427601,0.0692925157239901,0.418637445861643,0.581362554138356
